标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
商品房，车位充足，位置安静，生活配套齐，6、8双地铁,桃李家园   ,2室2厅,89.25平米,南,6,2000, 杨思前滩 ,558,62522
精装修近12line，带花园南北两房,上泰雅苑   ,2室2厅,88.4平米,南,5,2003, 金桥 ,600,67874
此房满五年，高区视野好，业主诚意出售，精装修！,市政大楼   ,3室1厅,86.23平米,南,18,1991, 梅园 ,770,89297
稀出双落地阳台+落地窗，花园洋房，急急急房主自荐,证大家园(一期)   ,2室1厅,88.99平米,南,5,2002, 金桥 ,660,74166
碧云国际社区精装小户型，精装修看房方便房主自荐,凤凰大厦   ,1室2厅,80.35平米,南,23,1998, 碧云 ,650,80897
税费各付，、诚心出售，价格可谈精装修2年，40平天井房主自荐,黄山一村   ,3室1厅,78.25平米,南,6,1995, 金杨 ,660,84346
满五VE，楼层好，交通便利配套齐全,金杨六街坊   ,3室1厅,83.33平米,南 北,6,1994, 金杨 ,620,74403
大院子，正气两房，交通方便，近地铁,上南翡翠苑   ,2室1厅,70.27平米,南,6,2006, 杨思前滩 ,630,89655
电梯双南大两房，位置安静，中高区采光好，视野好,市政大楼   ,2室1厅,70.99平米,南,18,1991, 梅园 ,658,92690
急售好房！前滩板块近地铁，中环内全明户型附带大阁楼,源城锦翠苑   ,2室2厅,89.04平米,南,6,2005, 杨思前滩 ,537,60310
近地铁9号线，南北户型带院子，16年的装修，业主诚售,金燕家苑   ,3室2厅,85.93平米,南 北,5,2002, 金桥 ,630,73316
金色中环次新房，高区景观房，精装修，满五年税费少,绿洲康城亲水湾(中央区)   ,2室1厅,73.26平米,南 北,20,2017, 御桥 ,535,73028
双南两房，诚心出售，价格可谈。。。,花木苑   ,2室1厅,74.31平米,南,5,2000, 花木 ,630,84780
杨思前滩+金色中环+万科品质+带院子+满五年+诚意出售,万科新里程   ,2室2厅,80.55平米,南,8,2006, 杨思前滩 ,698,86655
精装96平大两房+高区非顶楼，视野采光无遮挡,保利林语溪(公寓)   ,2室2厅,88.12平米,南,18,2011, 三林 ,545,61848
金色中环，品质社区，房龄新，婚房装修，业主诚售,吉利名苑   ,2室1厅,76.6平米,南,6,2009, 杨思前滩 ,695,90732
店长主推一梯两户精装地暖舒适实用双南全明房主自荐,光辉小区   ,2室1厅,72.72平米,南,6,1992, 梅园 ,696,95710
单价和总价低！近内环，配套成熟，13/18号线双轨200米,鹏裕苑   ,2室1厅,79.62平米,南,17,2013, 北蔡 ,550,69079
前滩旁6/8/19三轨，次新电梯洋房，得房率高 婚房装修新上,海尚新纪园   ,2室2厅,86.77平米,南,11,2014, 三林 ,765,88165
全新新小区，带大露台+阁楼楼梯做好，上叠得房率高,中粮首创禧瑞祥云   ,3室2厅,89.3平米,南 北,4,2019, 新场 ,540,60471
双地铁交通方便，06年次新房、楼层佳户型好,双桥小区   ,2室1厅,76.93平米,南,6,2006, 金桥 ,538,69934
新高苑(四期) 2室2厅 南,新高苑(四期)   ,2室2厅,85.31平米,南,11,2013, 高行 ,520,60955
房子目前在装修，小区内三房，不靠马路，速看速看,潍坊十村   ,3室1厅,75.73平米,南,6,1985, 潍坊 ,615,81210
近世纪大道地铁站，配套完善，南北户型方正房主自荐,竹南小区   ,3室1厅,72.71平米,南,6,1989, 潍坊 ,580,79769
南边花园视野好 南北直通 采光好 无抵押/户口未上过学,罗山花苑   ,2室1厅,75.17平米,南 北,6,1998, 碧云 ,788,104830
阳台开阔，户型方正，出门就是小区竖琴广场，有喷泉！,绿地崴廉公寓   ,2室2厅,89.32平米,南,11,2007, 高行 ,585,65495
聚焦前滩商品房+双线地铁+金色中环房主自荐,申江豪城   ,2室1厅,89.59平米,南,9,2004, 杨思前滩 ,658,73446
一楼带院，两室一厅，诚意出售，随时看房。,牡丹小区(浦东)   ,2室1厅,73.34平米,南,6,1995, 花木 ,550,74994
新上小区中间位置，高楼层，精装两房，视野开阔,浦发罗兰翡丽   ,2室2厅,79.97平米,南 北,18,2017, 唐镇 ,668,83532
新高苑一期 一手动迁税费低 楼层好采光好,新高苑(一期)   ,2室2厅,85.3平米,南,6,2006, 高行 ,520,60962
近地铁。小区出入口。精装修。户型好,东方城市花园(二期)   ,1室2厅,77.92平米,南,24,2005, 南码头 ,678,87013
五百万以内，可屠龙刀，小区央位，位置安静，业主急售,梅花新村(花木)   ,2室1厅,72.7平米,南,6,1995, 花木 ,500,68776
此房满五年，南北通户型，装修采光楼层好房主自荐,东方城市绿洲   ,2室2厅,89.46平米,南,11,2010, 川沙 ,540,60363
全明边套户型，税少，昌邑，双轨交 山姆店,金恒小区   ,3室1厅,88.17平米,南,6,1995, 北蔡 ,520,58977
带固定车位，精装修 大2房 采光好 紧靠内环 楼层好房主自荐,信罗大厦   ,2室1厅,89.68平米,南,21,1996, 金杨 ,552,61553
建平顶楼复式，有露台，地铁6+14号线，小区内不靠路房主自荐,栖山家园   ,3室2厅,78.86平米,南 北,6,2003, 金杨 ,599,75958
张江的次新房小区，距离地铁2号线（广兰路）200米,日月光水岸新郡   ,2室2厅,86.67平米,南,12,2016, 张江 ,700,80767
双开间朝南+全明户型，冬暖夏凉，楼层好，采光好。房主自荐,御桥花园   ,3室1厅,87.03平米,南 北,6,1996, 御桥 ,550,63197
此房满五年，通透全明户型，大花园位置好,证大家园(一期)   ,2室1厅,87.16平米,南,5,2002, 金桥 ,710,81460
地铁口南北通透大两房，采光好，交通便利,日月光水岸新郡   ,2室1厅,87.38平米,南 北,12,2016, 张江 ,798,91326
浦发罗兰翡丽 3室1厅 南 北,浦发罗兰翡丽   ,3室1厅,87.75平米,南 北,18,2017, 唐镇 ,735,83761
中间楼层，税费少，一梯两户，便于设计,弘扬公寓   ,2室2厅,75.65平米,南 北,6,1999, 金杨 ,680,89888
新上架，业主诚心出售，全明户型，楼层好位置佳,黄山始信苑   ,2室1厅,73.49平米,南,6,1999, 金杨 ,598,81372
满五年无个税，产权清晰，安静位置，有阁楼，视野佳房主自荐,始信北苑   ,2室1厅,71.85平米,西,6,2003, 金杨 ,580,80724
小区央座 精装修 全明户型 视野无遮挡 得房率高房主自荐,金杨新村四街坊   ,3室1厅,74.64平米,南,6,1995, 金杨 ,550,73688
金杨稀有商品房 采光刺眼两房两卫生间,金杨路750弄   ,2室1厅,86.2平米,南,6,1996, 金杨 ,515,59745
"窈窕淑女,君子好逑+复式西边套,书香氤氲=老业主",金地未未来   ,4室1厅,82.44平米,南,15,2009, 高行 ,799,96919
前滩太古里+02年商品房+精装修+中间楼层房主自荐,恒大华城天地苑   ,2室2厅,88.5平米,南,6,2002, 杨思前滩 ,695,78532
高品质大两房，尽享三口之家的乐趣，触碰幸福的温度,金桥好人家   ,2室2厅,86.95平米,南,6,2001, 金桥 ,545,62680
视野开阔、采光好、精装修、诚意出售,繁荣昌盛   ,2室1厅,82.62平米,南,26,1996, 潍坊 ,650,78674
2003年建顶层 视野开阔 建平边幼小初未占用 得房多,始信北苑   ,2室1厅,71.53平米,南,6,2003, 金杨 ,600,83881
内中环好楼层+商品房+14号线地铁口+全明户型+新家园,罗山一村   ,2室1厅,84.6平米,南,6,1997, 金杨 ,538,63594
诚售！看房方便，户型方正，无遮挡，采光好，带花园,黄山始信苑   ,2室1厅,82.12平米,南,6,1999, 金杨 ,728,88651
南北大两房 交通便利 出行很方便 不靠路 安静位置房主自荐,黄山新苑   ,2室2厅,84.28平米,南 北,6,2002, 金桥 ,780,92549
此房满五年，离世纪大道地铁口，只有几步之遥。,梅园四街坊   ,3室1厅,73.13平米,南,6,1988, 梅园 ,780,106660
近前滩 05年品质小区  楼层佳 板式南北通两房,源城锦翠苑   ,2室2厅,76.49平米,南,6,2005, 杨思前滩 ,568,74259
前滩2000年商品房 南北板式 看房方便价格优惠欢迎来扰房主自荐,恒大华城长清苑   ,2室1厅,83.99平米,南,6,1999, 杨思前滩 ,578,68818
只要1个点个税+仅售链家客户+随时看房+电梯房房主自荐,高弘家苑   ,2室2厅,88.89平米,南 北,14,2011, 高行 ,728,81899
品质小区＋优质物业；得房率高；业主诚意出售！,金地未未来   ,3室2厅,86.63平米,南,15,2009, 高行 ,780,90039
金色中环 三居室 诚意出售 精装修拎包即可入住,东方御水湾   ,3室2厅,89.37平米,南,11,2012, 御桥 ,679,75977
小区独有电梯fu式2房+大露台+书bao房+不靠路+诚售,汇郡海棠苑   ,2室2厅,88.09平米,南,18,未知, 高行 ,520,59031
杨思前滩丶地铁口旁丶小区央座丶南北板式丶诚意出售丶,上南玲珑苑   ,2室1厅,81.93平米,南,6,1999, 杨思前滩 ,530,64690
动迁税少，阁楼已做好，可以拎包入住，产权清晰，房主自荐,双桥小区   ,2室1厅,78.34平米,南,6,2002, 金桥 ,566,72250
南北通格局，中装修，视野开阔，采光充足，没有之一,东方悦居   ,2室1厅,71.84平米,南 北,6,2008, 杨思前滩 ,508,70713
地铁，电梯，精装，大两房，空间都朝南温暖一辈子,阳光城市家园   ,2室2厅,81.89平米,南,17,2009, 金桥 ,528,64477
小区环境好、近地铁、中间位置、带阁楼、诚意出售！！,玉兰香苑一期B块   ,2室2厅,86.98平米,南,5,2004, 张江 ,520,59784
新上！全明户型，40万精装修，双轨交通，无遮挡采光好,罗山三村   ,3室1厅,87.32平米,南,6,1996, 金杨 ,530,60697
03年商品房，地铁9号线，中间楼层，不靠路,金和佳园   ,2室2厅,86.74平米,南,6,2003, 金桥 ,570,65714
此房满五税少，南北通透，格局采光无遮挡,纯翠苑   ,2室2厅,89.67平米,南 北,6,2001, 杨思前滩 ,700,78065
好楼层，次新小区，一房南一房北，厅朝南带阳台,樱花路309弄   ,2室2厅,78.65平米,南,6,2006, 花木 ,750,95360
一梯两户，精装三房，配套成熟，交通便利房主自荐,金桥湾清水苑   ,3室2厅,84.05平米,南,6,1998, 金桥 ,580,69007
无增值税个税，户型正，采光好，区域好房,金地未未来   ,3室1厅,88.14平米,南,15,2009, 高行 ,790,89631
银山小区，精装修，拎包入住，户型方正，诚意卖,银山小区   ,3室1厅,85.72平米,南,6,1997, 金杨 ,520,60663
新出，中间4楼，精装修三房，满五年一套税费少，急售,金桥新村四街坊   ,3室1厅,84.3平米,南,6,1997, 金桥 ,600,71175
户型正气 中间位置 近地铁 配套齐全,金桥花苑   ,3室1厅,77.91平米,南,6,1998, 金桥 ,520,66744
陆家嘴明珠三房，一梯三户，全明户型，精装修诚意出售房主自荐,潍坊十村   ,3室1厅,70.78平米,南 北,6,1985, 潍坊 ,550,77706
商品房小区+近地铁+中间楼层+全明户型+南北两房,华佳花园   ,2室1厅,85.55平米,东南,7,1999, 北蔡 ,580,67797
电梯高区 双南2房 南侧小区花园 全天通风 采光视野都,光鸿苑   ,2室1厅,79.45平米,南,30,2010, 南码头 ,706,88861
明厅全明户型，楼层好，采光好，满五年，诚意出售,金恒小区   ,3室1厅,88.31平米,南 北,6,1995, 北蔡 ,630,71340
金色中环，紧凑3房  动迁分房 税费少房主自荐,民星苑   ,3室1厅,76.79平米,南,6,1997, 御桥 ,510,66415
前滩2000年商品房 南北板式 看房方便价格优惠欢迎来扰房主自荐,恒大华城长清苑   ,2室1厅,83.99平米,南,6,1999, 杨思前滩 ,578,68818
杨思前滩丶地铁口旁丶小区央座丶南北板式丶诚意出售丶,上南玲珑苑   ,2室1厅,81.93平米,南,6,1999, 杨思前滩 ,530,64690
金色中环 三居室 诚意出售 精装修拎包即可入住,东方御水湾   ,3室2厅,89.37平米,南,11,2012, 御桥 ,679,75977
此房满五年，离世纪大道地铁口，只有几步之遥。,梅园四街坊   ,3室1厅,73.13平米,南,6,1988, 梅园 ,780,106660
高品质大两房，尽享三口之家的乐趣，触碰幸福的温度,金桥好人家   ,2室2厅,86.95平米,南,6,2001, 金桥 ,545,62680
视野开阔、采光好、精装修、诚意出售,繁荣昌盛   ,2室1厅,82.62平米,南,26,1996, 潍坊 ,650,78674
2003年建顶层 视野开阔 建平边幼小初未占用 得房多,始信北苑   ,2室1厅,71.53平米,南,6,2003, 金杨 ,600,83881
前滩商务区全明户型，中间楼层视野开阔采光充足无遮挡,恒大华城上河苑   ,2室2厅,88.14平米,南,6,2001, 杨思前滩 ,750,85092
前滩太古里+02年商品房+精装修+中间楼层房主自荐,恒大华城天地苑   ,2室2厅,88.5平米,南,6,2002, 杨思前滩 ,695,78532
户型正气 中间位置 近地铁 配套齐全,金桥花苑   ,3室1厅,77.91平米,南,6,1998, 金桥 ,520,66744
浦东中环内，9号线 全明户型，小区位置好,金芝苑   ,2室2厅,88.87平米,南,6,1997, 金杨 ,520,58513
⭐地铁口⭐南北通⭐不靠路⭐诚意出售⭐产权清晰无抵⭐,大华锦绣华城(十九街区)(公寓)   ,2室1厅,89.48平米,南,6,2003, 北蔡 ,780,87171
04年花园式商品房小区+全落地窗+满五年近13号线地铁口,绿川馨康苑   ,2室1厅,81.51平米,南,6,2004, 北蔡 ,555,68090
楼层好业主自住，阳光呵护，放心用上下+上下两层复式,金地未未来   ,4室2厅,89.52平米,南,15,2009, 高行 ,790,88249
采光充足，诚意卖，价格可谈，可上致远，诚心出售新上,金杨新村四街坊   ,2室1厅,70.36平米,南,7,1995, 金杨 ,500,71064
不靠路，小区花园位置，电梯高区非顶楼，7号13号地铁,大华锦绣华城(二街区)   ,2室1厅,75.72平米,南,18,2012, 北蔡 ,580,76598
王炸好房，婚房精装修，低楼层户型佳，房东诚意出售,双桥小区   ,2室1厅,78.03平米,南,6,2003, 金桥 ,540,69205
小区中间位置，一梯两户，双南户型，带花园使用率好房主自荐,金樟花苑   ,2室1厅,77.71平米,南,6,1996, 金杨 ,510,65629
双南户型 满五年 前面采光无遮挡 看房随时 总价便宜,丽都成品   ,2室2厅,83.89平米,南,18,2005, 金桥 ,540,64371
满5v1，小区花园位置，无嫌恶设施，业主诚意出售房主自荐,黄山始信苑   ,2室1厅,82.14平米,南,6,1999, 金杨 ,680,82786
内环内+带四十平院子+双南两房+满五年V1,兰花小区   ,2室2厅,71.45平米,南,6,1993, 花木 ,530,74178
万邦New高区2房，次顶楼采光好，满5無曾值税，钥匙房,万邦都市花园   ,2室1厅,75.51平米,南,11,2004, 花木 ,710,94028
2019年次新房，南北两房户型，楼层视野好，满五税少,绿洲康城亲水湾(中央区)   ,2室2厅,76.24平米,南,20,2017, 御桥 ,540,70829
满五+为1+洋房+精装修带地暖+地铁11+18号线旁,万科海上传奇   ,2室2厅,83.71平米,东 西 北,11,2015, 御桥 ,798,95330
新出笋盘+位置安静+明珠+采光充足+业主诚售+看房便利房主自荐,新里城和合苑   ,3室2厅,83.19平米,南,6,1999, 杨思前滩 ,600,72125
房屋装修精致，有集控空调和地暖；房间满满空间感,牡丹小区(浦东)   ,2室2厅,73.34平米,南,6,1994, 花木 ,560,76357
新上好房，2梯3户 中楼层视野好，户型方正 拎包入住新上,浦江东旭公寓(669弄110-124号)   ,2室1厅,79.56平米,东,18,2009, 高行 ,518,65109
附带阁楼，05年品质，近地铁，靠中环，交通便利。房主自荐,源城锦翠苑   ,2室1厅,76.49平米,南,6,2005, 杨思前滩 ,638,83410
电梯房+房龄新+毛坯交付可以自己设计+近地铁+人车分流,森兰壹公馆   ,2室1厅,71.54平米,南 北,16,2016, 高行 ,590,82472
小区央位优质两房，楼层佳，价格可谈,花木苑   ,2室1厅,76.26平米,南,6,2000, 花木 ,685,89825
买张江两房的看过来，同价位可以买商品房，何必动迁房,中芯花园199弄   ,2室2厅,89.68平米,南,6,2005, 张江 ,585,65232
全屋大金空调带地暖 小区中间位置 可拎包入住新上,毕加索小镇(二期)(公寓)   ,2室2厅,89.53平米,南,13,2011, 唐镇 ,650,72602
精装修 业主诚心卖 小区好位置 商品房近地铁,金杨路750弄   ,2室1厅,83.5平米,南,6,1996, 金杨 ,520,62276
满五年 位置安静 小区环境优美 近地铁  诚意出售,始信北苑   ,2室1厅,71.53平米,东南,6,2003, 金杨 ,545,76192
满五名下一套 位置好 采光视野好，得房率高实用面积大,象屿鼎城(公寓)   ,3室2厅,89.67平米,南,9,2013, 川沙 ,630,70258
商品房顶楼复式 楼上不算面积 正常成高，4条地铁包围,芳草苑(浦东)   ,2室2厅,83.19平米,南,6,1998, 北蔡 ,539,64792
一梯两户，非底楼，户型正气采光通风好，业主诚意出售,金桥新村四街坊   ,3室1厅,75.19平米,南,6,1997, 金桥 ,510,67829
边上绿地媲美世纪公园，静观楼层，宜居户型，诚意出售,地杰国际城E欧泊时光   ,1室2厅,79.06平米,南,26,2007, 御桥 ,600,75892
新上中间位置，全新婚房精致装修，拎包入住户型正气！房主自荐,金燕家苑   ,2室2厅,86.91平米,南,5,2002, 金桥 ,685,78818
一年不出一套，花园位置闹中取静，全明通透大两房。房主自荐,牡丹小区(浦东)   ,2室2厅,82.25平米,南 北,6,1994, 花木 ,560,68086
金色中环规划+两个房间朝南+阁楼房主自荐,新里城和合苑   ,3室1厅,77平米,南,6,1999, 杨思前滩 ,598,77663
满五年v1，通透全明户型，大花园位置好,证大家园(一期)   ,2室2厅,89.31平米,南,5,2002, 金桥 ,650,72781
前滩板块辐射区+02年商品房2房+中间楼层+近地铁房主自荐,恒大华城天地苑   ,2室1厅,88.5平米,南,6,2002, 杨思前滩 ,675,76272
满五年 电梯中区 有钥匙随时看,天元公寓   ,2室1厅,83.19平米,南,24,1997, 金杨 ,515,61907
步行街旁，长泰边上，大两房宜居出售房主自荐,贝越佳园   ,2室2厅,80.89平米,南,6,2002, 张江 ,520,64285
中间楼层，边套全明，花园位置，精装修，看房随时,黄山始信苑   ,2室1厅,76.38平米,南,6,1999, 金杨 ,670,87720
全新精装修 +拎包入住 +业主置换+看房随时,鑫唐佳苑   ,2室2厅,89.8平米,南 北,6,2004, 唐镇 ,500,55680
新杨思，三房，中间楼层中位置，飞机户型，明珠在旁,新里城和合苑   ,3室1厅,83.19平米,南,6,1999, 杨思前滩 ,699,84025
13线地铁人车分流户型正气保养好拎包住此房购入成本低,大华锦绣华城(十五街区)   ,2室2厅,75.26平米,南,18,2013, 北蔡 ,780,103641
内环内＋地铁口＋世纪公园旁两房朝南！！！,建华公寓   ,2室1厅,79.79平米,南,6,1996, 花木 ,600,75198
双地铁金桥国际商品房/只委托链家/精装落地窗/不占用,黄山始信苑   ,2室1厅,70.92平米,南,6,1998, 金杨 ,638,89961
张江东精装修拎包入住 视野景观好  采光好三开间朝南,保利金爵公寓   ,2室2厅,81.37平米,南,11,2009, 唐镇 ,520,63906
"6/18/14三轨交汇,全明户型,中间楼层,进北商品房小区",民生家园   ,2室1厅,89.13平米,南,6,1997, 梅园 ,668,74947
30万精装修，安静位置中间楼层，地铁口，满五年唯 一,六街坊小区   ,2室2厅,83.58平米,南,6,2000, 花木 ,800,95717
南江苑 2室2厅 南,南江苑   ,2室2厅,86.33平米,南,6,1999, 杨思前滩 ,515,59655
俯视别墅+明珠C+上海消费新高地：新杨思+视野宽阔,万科金色里程(公寓)   ,3室2厅,89.57平米,南 北,18,2009, 杨思前滩 ,790,88200
婚房装修+次顶楼远离高架+私立双语幼儿园+明珠C房主自荐,新里城和合苑   ,3室2厅,82.71平米,南 北,6,1999, 杨思前滩 ,615,74357
满五年v一 位置不靠路 视野开阔无遮挡房主自荐,浦发罗兰翡丽   ,2室1厅,80.21平米,南,16,2017, 唐镇 ,668,83282
"明天华城三期，可看湖景。诚意出售,有产权车位房主自荐",明天华城   ,2室2厅,83.86平米,南,18,2014, 周浦 ,525,62605
南北通板式户型，精装修，前后无遮挡房主自荐,中海御景熙岸(公寓)   ,3室2厅,88.76平米,南,20,2011, 三林 ,550,61965
世纪公园，2019年精装修采光好，满五名下一套，近地铁房主自荐,樱花坊   ,2室2厅,77.49平米,南,6,1995, 花木 ,615,79366
新上房源 好楼层中间位置 有车位 诚意出 预约看房,世茂云图   ,3室1厅,85.07平米,南,16,2017, 康桥 ,620,72882
房源神户型全朝南看房方便精装修优先购车位房主自荐,阳光城丽景湾PLUS   ,2室2厅,88.74平米,南,18,2016, 康桥 ,550,61979
近前滩+双轨交+06年电梯房+商品品质,金禾新苑   ,2室1厅,74.84平米,南,18,2006, 三林 ,518,69215
此房采光视野很好，南北通户型，业主诚意卖,绿地东上海二期   ,2室2厅,88.04平米,南 北,14,2010, 周浦 ,536,60882
一手动迁房，一梯两户，南北通透，满五年，致远房主自荐,金杨新村四街坊   ,3室1厅,88.52平米,南 北,7,1994, 金杨 ,590,66652
金色中环，房龄新，近地铁，户型优，楼层好，配套全,鹏宏苑   ,2室2厅,86.58平米,南,6,2009, 北蔡 ,529,61100
高区边套+前方开阔+没有遮挡+金色中环+诚意出售,万科金色里程(公寓)   ,3室2厅,88.97平米,南,18,2010, 杨思前滩 ,790,88794
金色杉林 中区双南两房 价格实惠 采光好 视野开阔,杉林新月环林东路875弄   ,2室2厅,83.33平米,南,18,2006, 三林 ,520,62403
前滩一站 满5V1 精装修5年 地铁商场家门口 视野开阔,三林新村(永泰路468弄)   ,2室2厅,83.93平米,南,18,2009, 三林 ,510,60765
万科品质 精装修 边套采光好 1月满五V壹 近前滩房主自荐,万科金色雅筑   ,3室2厅,89.43平米,南 北,5,2008, 三林 ,750,83865
大华锦绣华城(十五街区) 2室2厅 南,大华锦绣华城(十五街区)   ,2室2厅,72.9平米,南,18,2013, 北蔡 ,689,94514
精装修⭐高区电梯两房⭐近地铁 ⭐全明双南⭐房龄新⭐房主自荐,陆家嘴锦绣里   ,2室1厅,89.32平米,南,18,2016, 北蔡 ,770,86207
中环内+16年电梯中间楼层+13号地铁口+车位充足,德祥苑   ,2室2厅,86.19平米,南,17,2016, 北蔡 ,570,66133
百安居精致装修 7号13号双地铁 中间楼层 有产权车位,大华锦绣华城(四街区)   ,2室2厅,83.73平米,南 北,6,2010, 北蔡 ,660,78825
精装小院，享受生活同时不缺内涵，你值得拥有！,文化馨苑   ,2室1厅,76.24平米,南,6,2004, 北蔡 ,599,78568
电梯高区 2013年房龄 13号线地铁 人车分流 精装修新上,大华锦绣华城(十五街区)   ,2室2厅,74.69平米,南 西,18,2013, 北蔡 ,745,99746
center位置，中间楼层，精装修+地暖，固定租赁车位,铂庭俱进家园   ,2室1厅,87.68平米,南,20,2010, 高行 ,560,63869
一手动迁的大两房，满五，楼层好，商圈成熟,东城新村   ,2室1厅,74.37平米,南,6,2003, 杨东 ,515,69249
地铁口，小三房，精装修，可拎包入住,紫叶花园东园   ,3室1厅,89.79平米,南,6,2000, 北蔡 ,590,65709
此房满五年，南北通，房型正气，视野开阔，电梯房,大华锦绣华城(九街区)   ,2室1厅,86.89平米,南,14,2006, 北蔡 ,650,74808
新上好房：2007年建造——中间楼层 板式直通2房 诚售,大华锦绣华城(十二街区)   ,2室2厅,89.87平米,南,6,2007, 北蔡 ,738,82119
降价了，两间地下室，朝南花园，低总价两房，满五,大华锦绣华城(十一街区)   ,2室1厅,76.69平米,南 北,12,2007, 北蔡 ,710,92581
电梯小三房+业主诚意出售+全明户型房主自荐,艾东小区   ,2室2厅,84.98平米,南,6,1995, 北蔡 ,505,59426
三楼，纯商品房小区，地铁口，内中环五轨相交新上,紫叶花园东园   ,2室1厅,89.79平米,南,6,2000, 北蔡 ,565,62925
聚焦好房，一梯两户中间楼层，南北直通，位置安静,大华锦绣华城(十二街区)   ,2室2厅,88.34平米,南,7,2007, 北蔡 ,727,82296
紫叶花园东园，非顶楼，小区中间位置；钥匙看房方便,紫叶花园东园   ,2室1厅,84.73平米,南,6,2000, 北蔡 ,550,64913
满五税少，双规12号线杨高北路21号线建，总价低,证大家园(二期)   ,2室2厅,89.75平米,南 北,6,2002, 金桥 ,678,75544
通联苑 2室2厅 南,通联苑   ,2室2厅,89.35平米,南,6,2000, 金杨 ,680,76106
福山小区 2室1厅 南新上,福山小区   ,2室1厅,72.26平米,南,18,1993, 梅园 ,580,80266
森兰好房：金地三开间朝南，有产权车位，诚意出售房主自荐,金地未未来   ,2室2厅,89.31平米,南,15,2009, 高行 ,750,83978
此房满五年，税费少，位置好，业主诚意出售，价到必签,毕加索小镇(一期)(公寓)   ,2室2厅,89.23平米,南 北,8,2010, 唐镇 ,560,62760
满五一套+中楼层精装修+视野宽阔+地铁100米+看房方便,艾山新村   ,2室1厅,88.3平米,南,6,1996, 金杨 ,528,59797
近地铁，顶楼带阁楼，精装修，无遮挡，诚意出售房主自荐,住友名人花园   ,2室2厅,85.51平米,南,6,2000, 金杨 ,640,74846
13号地铁50+双子塔400+21号线600+东昌三梯（全霸服）新上,川杨新苑(一期)   ,2室1厅,84.65平米,南,6,2007, 张江 ,585,69109
【06年房龄】【阁楼40平很大】【接受置换】【双地铁】,双桥小区   ,3室2厅,76.15平米,南,6,2003, 金桥 ,518,68024
张江东 自住精装修保养好 南北通，带车位房主自荐,保利金爵公寓   ,2室2厅,87.54平米,南,11,2009, 唐镇 ,506,57803
⭐⭐⭐⭐⭐小房间不算产证面积，业主诚意出售，有钥匙,大华锦绣华城(十五街区)   ,2室1厅,74.69平米,南,18,2013, 北蔡 ,689,92248
海富双语幼儿园+明珠C+中间层、位置安静新上,新里城和合苑   ,2室2厅,74.96平米,南 北,6,1999, 杨思前滩 ,560,74707
近地铁+有车位+小三房设计+位置好+边套都有窗,毕加索小镇(二期)(公寓)   ,3室2厅,88.95平米,南,11,2011, 唐镇 ,612,68803
陆家嘴两开间朝南，电梯高层，自住装修可拎包入住,东港公寓   ,2室2厅,75.78平米,南,15,1987, 陆家嘴 ,568,74954
金色中环+近地铁+电梯高区+精装修+买房必看,世华锦城   ,2室1厅,75.03平米,南 北,11,2007, 杨思前滩 ,565,75304
杨思前滩+老客户置换，金色中环发展带+6号线高青路必看好房,博学家园   ,2室2厅,78.68平米,南,11,2010, 杨思前滩 ,530,67362
仅在链家出售+1梯2户+南北通户型+高区视野好必看好房,中冶尚城   ,2室1厅,89.52平米,南 北,11,2010, 高行 ,780,87132
2016年小区楼道贴瓷砖，距离地铁站陈春路200M 南北通必看好房,德祥苑   ,2室1厅,89.87平米,南,17,2016, 北蔡 ,589,65540
高品质小区，人车分流，地铁口，门店聚焦  店长推荐必看好房,大华锦绣华城(十五街区)   ,2室2厅,72.56平米,西南,18,2013, 北蔡 ,650,89582
张江南标杆楼盘+仁恒品质+纯人车分流+低总价+拎包入住,浦发仁恒珊瑚世纪   ,2室1厅,86.93平米,南,16,2022, 康桥 ,750,86277
近前滩+全明户型+精装修+8号线杨思地铁站+税费低,前滩新天地   ,2室1厅,84.68平米,西,11,2017, 杨思前滩 ,520,61408
金色中环，科创园区旁，税费少，产权清晰，交通便利,颐盛云锦苑   ,2室1厅,70.7平米,南,18,2017, 御桥 ,520,73551
证大家园(三期) 2室2厅 南,证大家园(三期)   ,2室2厅,88.22平米,南,6,2005, 金桥 ,750,85015
陆家嘴商圈商品房 近地铁 配套成熟 装修精良,兴业嘉园   ,1室1厅,79.83平米,东南,17,2003, 潍坊 ,520,65139
内环内 黄浦江边，两房一厅，采光好，安静，宜居,微山三村   ,2室1厅,75.9平米,南,6,1995, 塘桥 ,600,79052
近地铁出行方便 户型正气 带明珠一提队 九宫格规划,东力新村   ,2室2厅,88.96平米,南,5,2003, 高行 ,610,68571
满五年家庭＋全明户型+单价低+适合居住+东方医院,金桥路530弄   ,2室1厅,78.05平米,南,6,1993, 金杨 ,710,90968
满五年，不靠高压线，南北通两房,锦绣华都   ,2室2厅,87.52平米,南 北,18,2010, 御桥 ,620,70841
电梯中高区，南北户型，看房方便,三林世博家园(东书房路390弄)   ,2室2厅,85.46平米,南,22,2006, 杨思前滩 ,550,64358
中环旁次新小区 次顶楼 边套全明精品小户型 诚意出售,绿洲康城亲水湾(中央区)   ,2室1厅,75.67平米,南 北,20,2017, 御桥 ,550,72685
